OBJECTID,ID,VARIATION_NUMBER_CREATED_BY,VARIATION_YEAR,GAZETTAL_NUMBER,GAZETTAL_DATE,DESCRIPTION,LAND_USE_ZONE_CODE_ID,LAND_USE_POLICY_DESC,CURRENT_LIFECYCLE_STAGE,DEGAZETTAL_NUMBER,DIVISION_SHORT,DIVISION_CODE,DIVISION_NAME,DISTRICT_SHORT,DISTRICT_CODE,DISTRICT_NAME,Shape__Area,Shape__Length
137,6123,2009-05,09,NI2009-59,2009/02/13 00:00:00+00,,NUZ3,"HILLS, RIDGES AND BUFFER AREAS",GAZETTED,,KALE,553,KALEEN,BELC,5,BELCONNEN,170928.883789063,3319.58714723845
138,228,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,NARR,218,NARRABUNDAH,CANB,1,CANBERRA CENTRAL,152205.602539063,2072.73888498041
139,229,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,HALL,901,HALL,HALL,9,HALL,137394.738769531,2008.07439540737
140,6105,2009-02,09,NI2009-17,2009/01/16 00:00:00+00,,PRZ1,URBAN OPEN SPACE,GAZETTED,,MACG,569,MACGREGOR,BELC,5,BELCONNEN,76161.2485351563,2128.28423459946
141,93,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,DES,DESIGNATED,GAZETTED,,NICH,708,NICHOLLS,GUNG,7,GUNGAHLIN,11252.8566894531,1257.6372741918
142,94,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,DES,DESIGNATED,GAZETTED,,NICH,708,NICHOLLS,GUNG,7,GUNGAHLIN,15626.0056152344,2848.12907228696
143,97,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,DES,DESIGNATED,GAZETTED,,SYMO,803,SYMONSTON,JERR,8,JERRABOMBERRA,708613.898681641,4806.0897561334
144,5922,TV2008-06,08,NI2008-336,2008/08/15 00:00:00+00,,TSZ1,TRANSPORT,GAZETTED,,WATS,125,WATSON,MAJU,2,MAJURA,10901.4743652344,822.077988411084
145,5926,TV2008-07,08,NI2008-336,2008/08/15 00:00:00+00,,PRZ1,URBAN OPEN SPACE,GAZETTED,,DUNL,578,DUNLOP,BELC,5,BELCONNEN,7294.49389648438,587.666071888157
146,23,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,DES,DESIGNATED,GAZETTED,,FADD,605,FADDEN,TUGG,6,TUGGERANONG,377313.534912109,3500.29647034473
147,24,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,DES,DESIGNATED,GAZETTED,,GILM,608,GILMORE,TUGG,6,TUGGERANONG,76936.4211425781,4826.422595235
148,25,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,DES,DESIGNATED,GAZETTED,,FADD,605,FADDEN,TUGG,6,TUGGERANONG,490008.561767578,5173.32823123856
149,26,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,DES,DESIGNATED,GAZETTED,,GIRA,552,GIRALANG,BELC,5,BELCONNEN,81600.4641113281,3398.50882882553
150,27,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,DES,DESIGNATED,GAZETTED,,FARR,334,FARRER,WODE,3,WODEN VALLEY,82177.083984375,1146.20030968716
151,28,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,DES,DESIGNATED,GAZETTED,,CURT,328,CURTIN,WODE,3,WODEN VALLEY,1065275.18530273,8904.61223168345
152,29,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,DES,DESIGNATED,GAZETTED,,FARR,334,FARRER,WODE,3,WODEN VALLEY,57865.5424804688,1204.71988759141
153,30,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,DES,DESIGNATED,GAZETTED,,DEAK,215,DEAKIN,CANB,1,CANBERRA CENTRAL,135043.40234375,1519.17462651296
154,5983,281,08,CN2008-16,2008/12/12 00:00:00+00,,NUZ3,"HILLS, RIDGES AND BUFFER AREAS",GAZETTED,,,,,BELC,5,BELCONNEN,1547617.27246094,5426.42148350866
155,184,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,DUNL,578,DUNLOP,BELC,5,BELCONNEN,140317.448730469,1552.65788781363
156,5982,281,08,CN2008-16,2008/12/12 00:00:00+00,,NUZ3,"HILLS, RIDGES AND BUFFER AREAS",GAZETTED,,,,,BELC,5,BELCONNEN,754135.806640625,4297.3388663124
157,230,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,HAWK,563,HAWKER,BELC,5,BELCONNEN,1010960.95410156,8186.09888239039
158,231,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,MACA,606,MACARTHUR,TUGG,6,TUGGERANONG,30953.9794921875,973.563266899503
159,232,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,ISAB,612,ISABELLA PLAINS,TUGG,6,TUGGERANONG,14740.3278808594,489.1744650853
160,233,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,HIGG,567,HIGGINS,BELC,5,BELCONNEN,78203.0856933594,1328.59728192797
161,98,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,DES,DESIGNATED,GAZETTED,,,,,CANB,1,CANBERRA CENTRAL,6962972.72900391,15046.925539852
162,100,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,BRUC,555,BRUCE,BELC,5,BELCONNEN,190685.971435547,2902.13783173332
163,31,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,DES,DESIGNATED,GAZETTED,,FORR,216,FORREST,CANB,1,CANBERRA CENTRAL,525400.744140625,7135.11938156675
164,32,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,DES,DESIGNATED,GAZETTED,,LYON,329,LYONS,WODE,3,WODEN VALLEY,746001.718261719,5162.16832198552
165,34,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,DES,DESIGNATED,GAZETTED,,HALL,901,HALL,BELC,5,BELCONNEN,65994.7292480469,2974.73485146315
166,35,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,DES,DESIGNATED,GAZETTED,,HALL,901,HALL,HALL,9,HALL,66303.1760253906,3502.34645437017
167,36,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,DES,DESIGNATED,GAZETTED,,HUME,802,HUME,TUGG,6,TUGGERANONG,26669.3515625,1193.35738151196
168,188,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,GILM,608,GILMORE,TUGG,6,TUGGERANONG,184449.726318359,2001.5498946951
169,197,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,DUNL,578,DUNLOP,BELC,5,BELCONNEN,32118.0290527344,779.423600575002
170,6126,2009-05,09,NI2009-59,2009/02/13 00:00:00+00,,TSZ1,TRANSPORT,GAZETTED,,KALE,553,KALEEN,BELC,5,BELCONNEN,5016.17529296875,448.274967652568
171,6131,2009-05,09,NI2009-59,2009/02/13 00:00:00+00,,DES,DESIGNATED,GAZETTED,,KALE,553,KALEEN,BELC,5,BELCONNEN,411140.368408203,4173.42503556192
172,6132,2009-05,09,NI2009-59,2009/02/13 00:00:00+00,,TSZ1,TRANSPORT,GAZETTED,,KALE,553,KALEEN,BELC,5,BELCONNEN,192.5693359375,90.9210474703572
173,6136,2009-05,09,2009-59,2009/02/13 00:00:00+00,,TSZ2,SERVICES,GAZETTED,,BRUC,555,BRUCE,BELC,5,BELCONNEN,5754.10693359375,442.022858228141
174,6137,2099-05,09,2009-59,2009/02/13 00:00:00+00,,TSZ1,TRANSPORT,GAZETTED,,BRUC,555,BRUCE,BELC,5,BELCONNEN,28889.1889648438,1398.57112253947
175,101,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,CHAR,570,CHARNWOOD,BELC,5,BELCONNEN,21307.9020996094,686.818440576549
176,102,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,CHAR,570,CHARNWOOD,BELC,5,BELCONNEN,17284.9228515625,603.407590473656
177,103,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,CHAR,570,CHARNWOOD,BELC,5,BELCONNEN,10023.0825195313,395.461726883031
178,104,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,CHAR,570,CHARNWOOD,BELC,5,BELCONNEN,17232.9826660156,608.317147642931
179,105,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,CHAR,570,CHARNWOOD,BELC,5,BELCONNEN,21782.4838867188,701.646465169962
180,106,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,AMAR,707,AMAROO,GUNG,7,GUNGAHLIN,114048.777832031,1861.14308026773
181,107,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,AMAR,707,AMAROO,GUNG,7,GUNGAHLIN,43141.3447265625,1066.24655488989
182,108,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,CHAR,570,CHARNWOOD,BELC,5,BELCONNEN,5354.77563476563,363.426433819674
183,37,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,DES,DESIGNATED,GAZETTED,,ISAA,336,ISAACS,WODE,3,WODEN VALLEY,1665172.38134766,8030.71582501365
184,38,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,DES,DESIGNATED,GAZETTED,,MACA,606,MACARTHUR,TUGG,6,TUGGERANONG,403007.161376953,5203.94078603718
185,41,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,DES,DESIGNATED,GAZETTED,,YARR,212,YARRALUMLA,CANB,1,CANBERRA CENTRAL,15664.8955078125,714.882777626693
187,199,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,FADD,605,FADDEN,TUGG,6,TUGGERANONG,16008.4724121094,582.480092010375
188,200,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,FADD,605,FADDEN,TUGG,6,TUGGERANONG,2304.603515625,193.638893285145
189,201,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,FADD,605,FADDEN,TUGG,6,TUGGERANONG,86896.7543945313,1260.91277671676
190,202,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,GIRA,552,GIRALANG,BELC,5,BELCONNEN,135821.239013672,1995.29965466374
191,240,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,NGUN,706,NGUNNAWAL,GUNG,7,GUNGAHLIN,69393.1926269531,1341.61273486766
192,241,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,NGUN,706,NGUNNAWAL,GUNG,7,GUNGAHLIN,54290.3762207031,1834.14820982147
193,242,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,NGUN,706,NGUNNAWAL,GUNG,7,GUNGAHLIN,84018.4108886719,1358.58923073426
194,243,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,NGUN,706,NGUNNAWAL,GUNG,7,GUNGAHLIN,54542.3520507813,963.46933319443
195,244,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,NGUN,706,NGUNNAWAL,GUNG,7,GUNGAHLIN,62309.7238769531,1253.25937584097
196,245,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,NGUN,706,NGUNNAWAL,GUNG,7,GUNGAHLIN,3832.51879882813,265.967700602756
197,246,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,NGUN,706,NGUNNAWAL,GUNG,7,GUNGAHLIN,7676.69970703125,366.009588055846
198,110,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,AMAR,707,AMAROO,GUNG,7,GUNGAHLIN,14586.8791503906,798.032889117358
199,111,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,AMAR,707,AMAROO,GUNG,7,GUNGAHLIN,54375.0051269531,1176.50403967002
200,112,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,AMAR,707,AMAROO,GUNG,7,GUNGAHLIN,49907.6813964844,1804.06488609432
201,113,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,AMAR,707,AMAROO,GUNG,7,GUNGAHLIN,34287.5061035156,1070.45917911995
202,114,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,AMAR,707,AMAROO,GUNG,7,GUNGAHLIN,9700.90942382813,527.893682555476
203,40,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,DES,DESIGNATED,GAZETTED,,YARR,212,YARRALUMLA,CANB,1,CANBERRA CENTRAL,6743580.74243164,22646.0515938869
204,42,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,DES,DESIGNATED,GAZETTED,,LYNE,101,LYNEHAM,CANB,1,CANBERRA CENTRAL,377252.108398438,3647.18655365431
205,43,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,DES,DESIGNATED,GAZETTED,,HUGH,327,HUGHES,WODE,3,WODEN VALLEY,36228.1708984375,1055.36267006432
206,44,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,DES,DESIGNATED,GAZETTED,,HUME,802,HUME,JERR,8,JERRABOMBERRA,557946.649658203,9946.6539397036
207,205,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,DUNL,578,DUNLOP,BELC,5,BELCONNEN,69340.3767089844,1471.51699120366
208,206,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,DUNL,578,DUNLOP,BELC,5,BELCONNEN,32507.3015136719,810.43485693938
209,207,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,DUNL,578,DUNLOP,BELC,5,BELCONNEN,71148.5417480469,1527.31692508276
210,247,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,NGUN,706,NGUNNAWAL,GUNG,7,GUNGAHLIN,74941.1252441406,1739.56348179644
211,6152,2009-05,09,NI2009-59,2009/02/13 00:00:00+00,,NUZ3,"HILLS, RIDGES AND BUFFER AREAS",GAZETTED,,ARAN,556,ARANDA,BELC,5,BELCONNEN,20994.7067871094,1005.04712018157
212,6153,2009-05,09,NI2009-59,2009/02/13 00:00:00+00,,NUZ3,"HILLS, RIDGES AND BUFFER AREAS",GAZETTED,,ARAN,556,ARANDA,BELC,5,BELCONNEN,13477.466796875,539.726588891303
213,115,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,AMAR,707,AMAROO,GUNG,7,GUNGAHLIN,78615.4860839844,1941.49529757132
214,116,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,AMAR,707,AMAROO,GUNG,7,GUNGAHLIN,4380.298828125,334.516840254042
215,117,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,AMAR,707,AMAROO,GUNG,7,GUNGAHLIN,14924.0522460938,669.44991929123
216,118,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,AMAR,707,AMAROO,GUNG,7,GUNGAHLIN,20640.0888671875,776.843893955515
217,119,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,AMAR,707,AMAROO,GUNG,7,GUNGAHLIN,54444.6948242188,1239.2547944138
218,120,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,AMAR,707,AMAROO,GUNG,7,GUNGAHLIN,9498.00268554688,477.100417964003
219,121,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,AMAR,707,AMAROO,GUNG,7,GUNGAHLIN,21549.2612304688,649.901059209553
220,148,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,AINS,104,AINSLIE,CANB,1,CANBERRA CENTRAL,114263.925292969,2028.44518631213
221,45,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,DES,DESIGNATED,GAZETTED,,OCON,103,O'CONNOR,CANB,1,CANBERRA CENTRAL,918310.728515625,6967.49010981911
222,46,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,DES,DESIGNATED,GAZETTED,,OMAL,335,O'MALLEY,WODE,3,WODEN VALLEY,398344.143310547,4239.94802240617
223,47,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,DES,DESIGNATED,GAZETTED,,OMAL,335,O'MALLEY,WODE,3,WODEN VALLEY,152545.637207031,1632.73877798567
224,48,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,DES,DESIGNATED,GAZETTED,,,,,TUGG,6,TUGGERANONG,181081.858154297,9054.27435517252
225,209,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,DUNL,578,DUNLOP,BELC,5,BELCONNEN,17955.7302246094,799.68990841489
226,210,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,DUNL,578,DUNLOP,BELC,5,BELCONNEN,22466.8273925781,642.06067956398
227,211,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,DUNL,578,DUNLOP,BELC,5,BELCONNEN,31487.5959472656,889.302902366626
228,212,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,DUNL,578,DUNLOP,BELC,5,BELCONNEN,24378.2722167969,745.568928829364
229,213,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,DUNL,578,DUNLOP,BELC,5,BELCONNEN,16578.1586914063,547.863419226248
230,214,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,DUNL,578,DUNLOP,BELC,5,BELCONNEN,25258.8256835938,666.408111288761
231,283,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,MONA,603,MONASH,TUGG,6,TUGGERANONG,5602.26611328125,286.374456818381
232,284,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,MONA,603,MONASH,TUGG,6,TUGGERANONG,45754.9965820313,1018.12896855676
233,285,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,MONA,603,MONASH,TUGG,6,TUGGERANONG,58585.2670898438,1040.3755281509
234,250,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,HOLD,447,HOLDER,WEST,4,WESTON CREEK,317540.692871094,4085.7238155988
235,6156,2009-05,09,NI2009-59,2009/02/13 00:00:00+00,,TSZ1,TRANSPORT,GAZETTED,,ARAN,556,ARANDA,BELC,5,BELCONNEN,1087.64428710938,307.147250853311
236,6161,2009-04,09,NI2009-70,2009/02/27 00:00:00+00,,TSZ1,TRANSPORT,GAZETTED,,FORD,716,FORDE,GUNG,7,GUNGAHLIN,9518.57006835938,832.734406054204
237,6154,2009-05,09,NI2009-59,2009/02/13 00:00:00+00,,TSZ1,TRANSPORT,GAZETTED,,,,,CANB,1,CANBERRA CENTRAL,49833.7434082031,1707.71591312601
238,6155,2009-05,09,NI2009-59,2009/02/13 00:00:00+00,,NUZ3,"HILLS, RIDGES AND BUFFER AREAS",GAZETTED,,,,,CANB,1,CANBERRA CENTRAL,28.443359375,60.6202849438224
239,6162,2009-04,09,NI2009-70,2009/02/27 00:00:00+00,,CZ5,MIXED USE,GAZETTED,,FORD,716,FORDE,GUNG,7,GUNGAHLIN,2620.5400390625,257.996370619628
240,149,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,CHAP,444,CHAPMAN,WEST,4,WESTON CREEK,390942.698242188,3667.27543761687
241,153,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,CHAP,444,CHAPMAN,WEST,4,WESTON CREEK,115128.140136719,1856.27671591837
242,49,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,DES,DESIGNATED,GAZETTED,,,,,TUGG,6,TUGGERANONG,401356.867675781,17865.4589782474
243,50,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,DES,DESIGNATED,GAZETTED,,,,,TUGG,6,TUGGERANONG,532885.732666016,19480.0862883271
244,51,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,DES,DESIGNATED,GAZETTED,,,,,TUGG,6,TUGGERANONG,126823.618896484,4466.73914798929
245,286,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,MONA,603,MONASH,TUGG,6,TUGGERANONG,21764.1982421875,600.165859214295
246,287,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,MONA,603,MONASH,TUGG,6,TUGGERANONG,131223.743652344,2358.2486570039
247,288,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,MONA,603,MONASH,TUGG,6,TUGGERANONG,27643.8115234375,791.079667720137
248,290,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,LYON,329,LYONS,WODE,3,WODEN VALLEY,65362.2895507813,1292.28583886274
249,291,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,LYON,329,LYONS,WODE,3,WODEN VALLEY,1337.63403320313,146.294716690898
250,292,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,LYON,329,LYONS,WODE,3,WODEN VALLEY,88684.6655273438,1296.92068326918
251,6164,2009-04,09,NI2009-70,2009/02/27 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,FORD,716,FORDE,GUNG,7,GUNGAHLIN,2103.10473632813,189.270685435059
252,254,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,NGUN,706,NGUNNAWAL,GUNG,7,GUNGAHLIN,47934.2651367188,1418.3089542401
253,255,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,NGUN,706,NGUNNAWAL,GUNG,7,GUNGAHLIN,56922.0295410156,1210.95145775238
254,256,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,NGUN,706,NGUNNAWAL,GUNG,7,GUNGAHLIN,54806.9682617188,1214.52478787691
255,6165,2009-04,09,NI2009-70,2009/02/27 00:00:00+00,,CZ5,MIXED USE,GAZETTED,,FORD,716,FORDE,GUNG,7,GUNGAHLIN,25189.4211425781,936.421535651548
256,154,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,AINS,104,AINSLIE,CANB,1,CANBERRA CENTRAL,1168514.25097656,9688.55031585371
257,156,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,CHAP,444,CHAPMAN,WEST,4,WESTON CREEK,87554.3564453125,1731.69455765585
258,157,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,AMAR,707,AMAROO,GUNG,7,GUNGAHLIN,57699.62109375,1261.81192267639
259,52,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,DES,DESIGNATED,GAZETTED,,REDH,221,RED HILL,WODE,3,WODEN VALLEY,318359.933349609,4395.61817117054
260,53,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,DES,DESIGNATED,GAZETTED,,REID,109,REID,CANB,1,CANBERRA CENTRAL,241603.020751953,6421.52143822128
261,54,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,DES,DESIGNATED,GAZETTED,,RICH,607,RICHARDSON,TUGG,6,TUGGERANONG,41905.576171875,1559.21405860104
262,56,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,DES,DESIGNATED,GAZETTED,,,,,JERR,8,JERRABOMBERRA,3180713.91308594,11199.6860607502
263,57,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,DES,DESIGNATED,GAZETTED,,,,,WEST,4,WESTON CREEK,1476231.48486328,6326.73959285831
264,293,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,LYON,329,LYONS,WODE,3,WODEN VALLEY,60607.0708007813,1157.62602246771
265,294,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,OMAL,335,O'MALLEY,WODE,3,WODEN VALLEY,257197.8515625,2857.78779997624
266,296,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,NICH,708,NICHOLLS,GUNG,7,GUNGAHLIN,67228.7045898438,1112.91533720255
267,297,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,NICH,708,NICHOLLS,GUNG,7,GUNGAHLIN,30382.353515625,951.432366913272
268,298,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,NICH,708,NICHOLLS,GUNG,7,GUNGAHLIN,2169.32788085938,183.510880006213
269,6170,2009-04,09,NI2009-70,2009/02/27 00:00:00+00,,TSZ1,TRANSPORT,GAZETTED,,FORD,716,FORDE,GUNG,7,GUNGAHLIN,6210.71411132813,592.646860633813
270,6192,2009-11,09,NI2009-199,2009/05/01 00:00:00+00,,CZ2,BUSINESS ZONE,GAZETTED,,GUNG,710,GUNGAHLIN,GUNG,7,GUNGAHLIN,48270.0129394531,1129.31447148335
271,260,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,NGUN,706,NGUNNAWAL,GUNG,7,GUNGAHLIN,47268.3369140625,1146.36027013574
272,261,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,NGUN,706,NGUNNAWAL,GUNG,7,GUNGAHLIN,65494.4809570313,1236.13191031696
273,262,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,NGUN,706,NGUNNAWAL,GUNG,7,GUNGAHLIN,128187.39453125,2190.02971893759
274,163,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,DICK,102,DICKSON,CANB,1,CANBERRA CENTRAL,59825.5764160156,1156.60004454439
